serial	time	shard	owner_name	object_name	region_name	region_corner_x	region_corner_Y	local_position_x	local_position_y	tripid	severity	eventtype	msg	auxval
183	1521353259	Production	animats Resident	Double region crosser 1.03	Fishii	259328	260608	229.507	254.625	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		7.64468
184	1521353259	Production	animats Resident	Double region crosser 1.03	Fishii	259328	260608	229.507	254.625	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.065918
185	1521353285	Production	animats Resident	Double region crosser 1.03	Sylvia	259072	260608	254.49	195.396	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		11.4168
186	1521353285	Production	animats Resident	Double region crosser 1.03	Sylvia	259072	260608	254.038	195.582	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.095703
187	1521353297	Production	animats Resident	Double region crosser 1.03	Tenera	259072	260864	141.332	1.4309	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		11.0564
188	1521353297	Production	animats Resident	Double region crosser 1.03	Tenera	259072	260864	141.332	1.4309	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.067871
189	1521353312	Production	animats Resident	Double region crosser 1.03	Velox	258816	260864	254.602	62.1689	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		11.6043
190	1521353312	Production	animats Resident	Double region crosser 1.03	Velox	258816	260864	254.121	62.2354	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.092529
191	1521353326	Production	animats Resident	Double region crosser 1.03	Celerio	258560	260864	253.421	78.5007	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		20.6035
192	1521353326	Production	animats Resident	Double region crosser 1.03	Celerio	258560	260864	253.421	78.5007	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.065918
193	1521353338	Production	animats Resident	Double region crosser 1.03	Albata	258304	260864	254.49	119.345	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		21.5394
194	1521353338	Production	animats Resident	Double region crosser 1.03	Albata	258304	260864	253.51	119.555	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.06665
195	1521353340	Production	animats Resident	Double region crosser 1.03	Celerio	258560	260864	1.61765	118.858	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		17.0952
196	1521353341	Production	animats Resident	Double region crosser 1.03	Celerio	258560	260864	1.6155	118.851	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.088135
197	1521353347	Production	animats Resident	Double region crosser 1.03	Albata	258304	260864	254.896	117.174	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		9.17907
198	1521353347	Production	animats Resident	Double region crosser 1.03	Albata	258304	260864	254.684	117.333	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.047363
199	1521353362	Production	animats Resident	Double region crosser 1.03	Behrii	258048	260864	253.747	242.421	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		21.3658
200	1521353362	Production	animats Resident	Double region crosser 1.03	Behrii	258048	260864	253.371	242.695	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.071289
201	1521353365	Production	animats Resident	Double region crosser 1.03	Telea	258048	261120	232.791	3.19548	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		18.0795
202	1521353365	Production	animats Resident	Double region crosser 1.03	Telea	258048	261120	232.678	3.28886	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.216797
203	1521353396	Production	animats Resident	Double region crosser 1.03	Behrii	258048	260864	63.891	254.759	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		7.58891
204	1521353397	Production	animats Resident	Double region crosser 1.03	Behrii	258048	260864	63.6156	254.451	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.044678
205	1521353409	Production	animats Resident	Double region crosser 1.03	Hagen	257792	260864	254.865	190.425	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		8.59082
206	1521353409	Production	animats Resident	Double region crosser 1.03	Hagen	257792	260864	254.771	190.325	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.067139
207	1521353439	Production	animats Resident	Double region crosser 1.03	Carolina	257792	260608	32.3461	254.829	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		0.62732
208	1521353439	Production	animats Resident	Double region crosser 1.03	Carolina	257792	260608	32.3806	254.827	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.089844
209	1521353448	Production	animats Resident	Double region crosser 1.03	Rustic	257536	260608	254.685	229.361	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		10.0357
210	1521353448	Production	animats Resident	Double region crosser 1.03	Rustic	257536	260608	254.685	229.361	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.06665
211	1521353478	Production	animats Resident	Double region crosser 1.03	Didugua	257280	260608	254.728	28.2229	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		1.05421
212	1521353478	Production	animats Resident	Double region crosser 1.03	Didugua	257280	260608	254.712	28.2561	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.047607
213	1521353515	Production	animats Resident	Double region crosser 1.03	Imperial	257280	260352	242.575	254.383	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		8.80816
214	1521353515	Production	animats Resident	Double region crosser 1.03	Imperial	257280	260352	242.582	254.194	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.06958
215	1521353553	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	221.537	254.604	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		10.4413
216	1521353553	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	221.624	254.389	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.068604
217	1521353565	Production	animats Resident	Double region crosser 1.03	Hera	257536	260096	1.15184	166.199	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		9.49818
218	1521353566	Production	animats Resident	Double region crosser 1.03	Hera	257536	260096	1.21188	166.02	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.068359
219	1521353583	Production	animats Resident	Double region crosser 1.03	Lebeau	257536	259840	9.90376	254.298	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		10.8007
220	1521353583	Production	animats Resident	Double region crosser 1.03	Lebeau	257536	259840	9.90334	254.298	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.070312
221	1521353634	Production	animats Resident	Double region crosser 1.03	Oculea	257280	259840	254.926	54.3808	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		7.75517
222	1521353635	Production	animats Resident	Double region crosser 1.03	Oculea	257280	259840	254.897	54.2111	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.054688
223	1521353663	Production	animats Resident	Double region crosser 1.03	Calleta	257280	259584	210.061	254.546	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		9.66714
224	1521353664	Production	animats Resident	Double region crosser 1.03	Calleta	257280	259584	210.061	254.546	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.081543
225	1521353697	Production	animats Resident	Double region crosser 1.03	Oculea	257280	259840	135.906	1.33435	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		10.008
226	1521353698	Production	animats Resident	Double region crosser 1.03	Oculea	257280	259840	135.535	1.54068	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.502686
227	1521353714	Production	animats Resident	Double region crosser 1.03	Agapema	257024	259840	254.792	108.995	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		8.82724
228	1521353715	Production	animats Resident	Double region crosser 1.03	Agapema	257024	259840	254.689	109.012	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.067139
229	1521353754	Production	animats Resident	Double region crosser 1.03	Velda	256768	259840	254.825	189.988	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		7.69284
230	1521353754	Production	animats Resident	Double region crosser 1.03	Velda	256768	259840	254.901	189.935	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.094238
231	1521353785	Production	animats Resident	Double region crosser 1.03	Zephyr	256512	259840	254.619	157.613	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		11.1786
232	1521353785	Production	animats Resident	Double region crosser 1.03	Zephyr	256512	259840	254.579	157.604	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.111572
233	1521353806	Production	animats Resident	Double region crosser 1.03	Grote	256512	260096	205.594	2.07778	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		21.3752
234	1521353807	Production	animats Resident	Double region crosser 1.03	Grote	256512	260096	205.58	2.34265	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.052246
235	1521353826	Production	animats Resident	Double region crosser 1.03	Electra	256768	260096	2.23041	146.869	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		16.7142
236	1521353827	Production	animats Resident	Double region crosser 1.03	Electra	256768	260096	2.88376	146.726	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.068115
237	1521353840	Production	animats Resident	Double region crosser 1.03	Burns	257024	260096	1.60366	112.663	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		21.1116
238	1521353840	Production	animats Resident	Double region crosser 1.03	Burns	257024	260096	2.51672	112.527	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.028564
239	1521353872	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	1.40194	67.2792	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSSPEED		4.28889
240	1521353872	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	1.54896	67.195	e065cf9f1441d2e1b664c904f57505c256e97196	1	CROSSEND	Region crossing complete in	0.042725
241	1521353880	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	6.63188	53.862	e065cf9f1441d2e1b664c904f57505c256e97196	1	RIDERCOUNT		0
242	1521353880	Production	animats Resident	Double region crosser 1.03	Neumoegen	257280	260096	6.63188	53.862	e065cf9f1441d2e1b664c904f57505c256e97196	1	SHUTDOWN	Distance traveled (km)	21.2551
